tweet_id,text,label
1364432152893546496,"Enfin les choses avancent... Il y a 15 ans, on ne se serait peut-être pas retrouvés SDF avec mes enfants et mon frère, avec celà... Encore des améliorations à prévoir mais belle avancée déjà 👍🏾💪🏾 #metoo #ViolencesConjugales #violences :QT: Logement et violences conjugales: le premier guide juridique pour les femmes victimes https://t.co/Ul5KdCO3DD… https://t.co/iyPZFu6A73",2
1499865858780377094,"Violence contre les femmes, le Journal est en ligne! https://t.co/HOeuU6tjJT Merci à @Helenebidard @Elsa17 @Crayou #violencesconjugales #metoo",1
1048894171291865088,"Un an après #MeToo, ""la parole des femmes est toujours mise en doute"" https://t.co/p9bWHZBLYt 来自 @franceinfo",1
953881421055184897,La créatrice de #balancetonporc poursuivie pour diffamation https://t.co/3bom0qIwB3 #,1
1268760351564324864,Lire le dernier #Iwas sa ma perturbée  Enfaite faut vraiment pas minimiser les actes  Et la famille sa a trop son importance pour en parler,2
1268563832559022087,#Iwas signifie une agression sexuelle ou un viol ?,2
1182053021091536897,Pas d’appel en Cour suprême pour Bertrand Charest https://t.co/4c3rtIhek1 #Québec #polqc #MeToo #JusticeQc,1
1206332303900848128,« Beaucoup d'hommes perçoivent #MeToo comme un danger pour leurs privilèges » https://t.co/bRKNhr45rB #metoo,1
1270092541698990080,Pour le dire #Iwas https://t.co/oykUtI4tZH,2
1237102430942306304,"""#MeToo est un mouvement bénéfique mais nous sommes aujourd'hui dans l'excès"" https://t.co/az67DWlgyZ",1
1038718936177618945,@humm_julie Quand tu passe plus d'une heure à lire les tweets #BalanceTonPorc Et que tu réalise que 80% ne sont que des frustré ou des refusés Tu te dis  Tout ça pour ça les filles? Ouin Ouin Il m'a trompé  J'étais boutonneux au lycée  mon père est un con  Il est parti 🤔,2
951031442728980480,Ne rien laisser passer. #BalanceTonPorc #metoo #TIMESUP  https://t.co/1IuASjasXn,2
919609104154361858,"Le discours ambiant : ""c'est normal les gros dégoûtants, adaptation,survie,courage"". Ce serait chic que ça change. #fatigue #balancetonporc",2
919667600111652864,"#balancetonporc portée plainte, le policier a dit que c'était de ma faute. Qu'il ne comprenait pas ce que je faisais ici. Il m'a méprisée",3
1157219139674673152,"@MekahloNBCLA @csunorthridge @NBCLA Ça va être difficile pour moi d’offrir mon aide de là où je suis.. France ! J’espère qu’ils vont vite attraper cette ""ordure"".. #MeToo",2
919541297341456384,Tout sourire qui glisse sa main dans son pantalon et me demande de lui raconter mes ébats. Il y a du monde autour 3/ #balancetonporc,3
1129277775699955712,@JustineDuby @CerridwenDraw @nicolasgregoire De ce que j’ai lu... je ne perçois pas ça comme un viol... mais avec #MeToo... je crois que le curseur a radicalement changé... Pour avoir vécu ce genre de désagrément... je ne me suis pas sentie voilée... mais je suis sans doute d’une ancienne génération 🤔,2
1348686697224167427,@CristofRoy @MarleneSchiappa @Interieur_Gouv @le_Parisien @Prefet75_IDF Le recteur d'académie non plus ne savait rien... ou presque. 🙉🙊🙈  #OmertaEducationNationale  Médias et magistrats complices du pire. 😡🤢🤮  #metoo #moiaussi #PasDeVague   #moiaussiEducationNationale    https://t.co/Ybtj0k21SX,2
934012641122676736,Je n'ai pas besoin d'une main sur l'épaule/de #paternalisme/de faveurs/d'un type derrière moi pour réussir. #uniunie et #unifsunies contre le #harcelement et le #sexism à @UNIGEnews #Geneva &amp; @ULBruxelles #brussels - #nomore #metoo https://t.co/M9YE98HTWe,2
1464153814332854283,@GG_RMC @N_Hulot @MarleneSchiappa comment il disait Beregovoy avant de se suicider ? Les chiens médiatiques qui se substituent à la justice ! Cette lapidation sans preuve est une honte. A notre époque #MeToo n’importe quel homme peut être accusé et condamné avant d’avoir pu se défendre #EnvoyeSpecial,2
1464253003444199430,Merci #eliselucet et l'équipe #EnvoyeSpecial pour cette enquête qui contribue à rendre la parole aux victimes #MeToo https://t.co/hQvOCJ2Xq6,2
919491069460582401,#balancetonporc un mono dans un CLSH où je faisais un stage à passé 2 mois à bloquer sur mes seins et à me faire des avances,3
1281945994100449285,"J’ai croisé un chef bien connu qui a une émission de cuisine!!   Il me dit « tu veux que je te suce la graine?!?!?! »  Je lui réponds « non, je veux ta recette de sucre à crème »   #metoo #jetecrois",3
921454144707276801,"@BFMTV @blabalade Ce n'est suremement pas le   seul  #balancetonporc en politique , les autres  doivent  pisser dans leurs  frocs. Affaire à suivre!",2
1291086116297244675,Viendo Audrie &amp; Daisy en @NetflixLAT RIP #DaisyColeman 💜😔 #MeToo,2
945597153187115008,"@davidguillerm @MoDem @YannWehrling @bayrou @Carole_Guillerm @OuestFrance @LeTelegramme @AFPRennes @OFQuimper @Francebleubzh @France3iroise @LEXPRESS @RCF29 @EmmanuelMacron @enmarchefr @EnMarcheQuimper @AnnaigLeMeur_AN @TeamMacronPR @annemarieidrac @MaeldeCalan @laurentwauquiez @FloPortelli @ACallou @agneslebrun @MFesneau @MenguyFr @FN_officiel @lesRepublicains @MLP_officiel @JLBourlanges @JLMelenchon @alexiscorbiere @Clem_Autain @jclagarde @JeanArthuis @BJoncour @UDE_FR @UDI_off @CCastaner @lemondefr @libe @LeFigaro_2 @LePoint @agir_officiel @TwitterMediaFR @Conseil_Etat @Conseil_constit @CoE_fr Les @MoDem locaux menacent de porter plainte contre moi @29Pat parce que j'ai évité des tentatives de viol, des agressions sexuelles et des attentats à la pudeur dans un lieu public... (112)#balancetonporc",2
1366805528559702017,"🔴📢@E_DupondM a annoncé un #seuildage18ans pour l’#inceste  ➡️L’assemblée a voté ce seuil le 18 février  Pourtant le @gouvernementFR propose, demain en commission des lois, un seuil d’âge à 18 ans seulement pour les actes incestueux commis par les ascendants❓  #metooinceste https://t.co/Gkr0S5LZfx",2
925731863049789440,@DesportOfficiel Ce genre de personnes devrait être castré chimiquement #BalanceTonPorc,2
1500444535343783937,Qu'attend Poutine pour dénoncer ce harcèlement...#MeToo https://t.co/f6Sy3eCron,2
1064561008591757314,"Discussion du #ColloqueViolencesSexuelles de la fondation @j_jaures : « La suite de #MeToo, c’est l’affirmation sexuelle des femmes! » pour @MartineStorti ✊ https://t.co/1hSTSY7g88",2
1278334543880216580,⏰C'est le moment du #LeSkellByM !  Le triple L : @LamHua @Lox2lajungle @LaureBuliiV sont là pour parler du #MeToo dans le milieu du stream et du jeux-vidéo.  Ensuite on reçoit @poncefleur dans l'émission pour parler de l'esport sur... Switch ! 🏆  📺https://t.co/Dsp7gwm5Wf https://t.co/O2CSEACXHK,2
1350807207735123970,#metooinceste Les députés de la majorité et autres: regardez les témoignages. Renseignez-vous. Regardez autour de vous. C'est insupportable!  Il faut que la loi évolue. Pas de consentement avant 18 ans! Imprescriptibilité à vie des crimes d'inceste! Protégez les enfants! https://t.co/XiHZd107q3,2
945026244336410626,😂😂😂😂un tweet sexiste contre les femmes #metoo #BalanceTonPorc https://t.co/wwLvZ3nK3Z :QT: 😶😶😶😶 https://t.co/y8QtcMfGx6,2
1374390261766262785,"@Depassage123 @AdrianAshil @ChadiArdelesse @Nora_mazigh @YannLeMercier9 @Khaltibesara @soleilmyriam @peu_svp @DourJem @aida_ourabi @TariqTemoin @mnasonia @soutieninf @Ibtihal10985493 @toctocyoum @SoleilVert5 @BaronRouge902 @nou56266606 @Sauvaget14 @DMDASM @BillCar71156792 @rebeux59 @rachou21rachou @frburgat @dayamin69 @ThinknBE @Monsieurleprsi6 @resilience883 @LaJusti24984839 @najatatabouana1 @latoui_l @JasnaBosna1 @FeizaBM @tdgch @RTSinfo @RadioTeleSuisse @LeTemps @Lematinch @24heuresch @afpfr @LePoint @Europe1 @SMagistrature @Defenseurdroits @cedh @RTenfrancais @TariqRamadan @AsmaneNabila @OElhamamouchi « J’ai été un des premiers à me féliciter que le mouvement #metoo permette à la parole des femmes de se libérer. Mais il faut entendre que certaines femmes instrumentalisent ce mouvement pour abattre injustement un homme », conclut Tariq Ramadan.",2
1256549455056252928,"@emmanuel_ethis @solenn_rousseau @acrennes La fausse bienveillance de la part d'individus qui couvrent des chefaillons pratiquant le mobbing, les délits de harcèlement et j'en passe ? Twitter permet de faire tomber le masque...  #PasdeVague  #metoo #moiaussi #moiaussiEducationNationale  https://t.co/lOI901nlLb",2
1032912664006148096,Rien n'affaiblira #MeToo si on reste honnête intellectuellement  🗞️  #Égalités  #Sexisme   https://t.co/w8Vv6Rg94e,2
924662711274868737,Quand vers l'age de 6 ans un gosse te faisait déjà du chantage pour te toucher en échange de pouvoir jouer avec ces jouets. #balancetonporc,3
919335582664413189,Foot - L1 - Strasbourg - Idriss Saadi (Strasbourg) forfait contre Marseille https://t.co/GupmigcG22 #DALS #balancetonporc #LaConquete #EAGS,0
1207330803329458176,#MeToo au Japon : une victoire contre l'oubli pour Shiori Ito https://t.co/8KX0uPldPe,1
1492910943973613577,Sondage qu'est-ce qui selon vous n'a pas sa place sur un lieu de #travail :  Le #sexe ou/et la #religion ? L'expression de ses désirs ou/et l'expression de ses croyances ? #féminisme #metoo #LGBTQIAforall,2
1565696393288847362,Article dispo en version abonnées ici #MeToo #JeffreyEpstein  https://t.co/k5qP3nHB6M,1
1526949049269624833,L’investiture est retirée à un député condamné pour violences.  Très bien.  Nous attendons désormais qu’on vous retire la vôtre pour les propos honteux que vous avez tenu ce matin.  #GueriniDemission #MeToo https://t.co/M1GlgveNbb,2
1182743638494842880,@ADM_Action @CCastaner @NunezLaurent La c est plutôt #balancetonporc ... ce chien de la casse,2
1229793237705117696,"@antoniniommi @SandG_ @Vitisphere_sa oui moi aussi, j'avais loupé... Apparemment c'est les moeurs du Marais et nous on n'a pas compris vu qu'on est à la campagne... Bref, en résumé le monde du vin c'est grivoiserie, GHB et viol. Tout ça est d'une banalité. #MeToo #balancetonporc",2
951913785241030656,"L'exprimer est un grand acte de courage, tant dans les #metoo que dans le discours ""choquant"" mais pourtant (quoi que les medias/critiques/politique/citoyens en disent) exact de @LahaieSudRadio !",2
958403606545338368,"Il fallait s'y attendre : @MarleneSchiappa, qui nous avait fait croire qu'on prenait les violences sexistes/sexuelles au sérieux en Macronie, retweete un homme accusé de viol #balancetonporc #maispasmonpote",2
1096743552078544896,Harcèlement : l’onde de choc dans les écoles de journalisme après l’affaire de la Ligue du LOL https://t.co/QPkmRRcTFs via @lemondefr @slatefr @vincentglad #ligueduLOL #Vincentglad #harcèlement #balancetonporc #metoo #pervers #homophobie #terminalose @slatefr,1
1387179762767048706,"Enfin on le tiens le gros cochon #balancetonporc @zemmour :QT: Zemmour accusé d’agression sexuelle par Gaëlle Lenfant, une élue d’Aix-en-Provence, lors d’un dîner à l’université… https://t.co/EUKxo38Cdu",2
1177205827423395841,"TRIBUNE. ""Nous savons ce que nous devons à #BalanceTonPorc"" : des militantes féministes déplorent la condamnation de Sandra Muller pour diffamation https://t.co/AmAadOmf1A via @franceinfo",1
954464233806336000,#balancetonporc — joli style joli rouge à levres https://t.co/9zpoQ60pMV,2
928218022858448896,"Après #balancetonporc, prévenir les violences. La région s’adresse aux filles...&amp; aux garçons!  https://t.co/JQD3fBz1Sf via @franceinfo",2
